Source: BeelineGPS
time, lat, lon, alt, callsign
2017-12-25 06:00:45,44.732,-123.4368,3208,Beeline1
2017-12-25 06:00:46,44.7341,-123.4411,3278,Beeline1
2017-12-25 06:00:47,44.7363,-123.4456,3349,Beeline1
2017-12-25 06:00:48,44.7386,-123.4503,3419,Beeline1
2017-12-25 06:00:49,44.741,-123.4552,3489,Beeline1
2017-12-25 06:00:50,44.7435,-123.4603,3559,Beeline1
2017-12-25 06:00:51,44.7461,-123.4656,3630,Beeline1
2017-12-25 06:00:52,44.7488,-123.4711,3699,Beeline1
2017-12-25 06:00:53,44.7516,-123.4768,3769,Beeline1
2017-12-25 06:00:54,44.7545,-123.4827,3839,Beeline1
2017-12-25 06:00:55,44.7576,-123.4888,3909,Beeline1
2017-12-25 06:00:56,44.7608,-123.4951,3978,Beeline1
2017-12-25 06:00:57,44.7641,-123.5017,4048,Beeline1
2017-12-25 06:00:58,44.7675,-123.5085,4117,Beeline1
2017-12-25 06:00:59,44.771,-123.5155,4186,Beeline1
2017-12-25 06:01:00,44.7746,-123.5227,4255,Beeline1
2017-12-25 06:01:01,44.7783,-123.5302,4325,Beeline1
2017-12-25 06:01:02,44.7822,-123.5379,4393,Beeline1
2017-12-25 06:01:03,44.7862,-123.5459,4462,Beeline1
2017-12-25 06:01:04,44.7903,-123.5541,4531,Beeline1
2017-12-25 06:01:05,44.7945,-123.5626,4600,Beeline1
2017-12-25 06:01:06,44.7989,-123.5713,4668,Beeline1
2017-12-25 06:01:07,44.8034,-123.5803,4737,Beeline1
2017-12-25 06:01:08,44.808,-123.5895,4805,Beeline1
2017-12-25 06:01:09,44.8127,-123.599,4873,Beeline1
2017-12-25 06:01:10,44.8176,-123.6088,4941,Beeline1
2017-12-25 06:01:11,44.8226,-123.6098,5010,Beeline1
2017-12-25 06:01:12,44.8278,-123.6108,5077,Beeline1
2017-12-25 06:01:13,44.8331,-123.6119,5145,Beeline1
2017-12-25 06:01:14,44.8385,-123.613,5213,Beeline1
2017-12-25 06:01:15,44.8441,-123.6141,5281,Beeline1
2017-12-25 06:01:16,44.8498,-123.6152,5348,Beeline1
2017-12-25 06:01:17,44.8557,-123.6164,5416,Beeline1
2017-12-25 06:01:18,44.8617,-123.6176,5483,Beeline1
2017-12-25 06:01:19,44.8679,-123.6188,5550,Beeline1
2017-12-25 06:01:20,44.8742,-123.6201,5617,Beeline1
2017-12-25 06:01:21,44.8807,-123.6214,5685,Beeline1
2017-12-25 06:01:22,44.8873,-123.6227,5751,Beeline1
2017-12-25 06:01:23,44.8941,-123.6241,5818,Beeline1
2017-12-25 06:01:24,44.901,-123.6255,5885,Beeline1
2017-12-25 06:01:25,44.9081,-123.6269,5952,Beeline1
2017-12-25 06:01:26,44.9153,-123.6283,6018,Beeline1
2017-12-25 06:01:27,44.9227,-123.6298,6085,Beeline1
2017-12-25 06:01:28,44.9303,-123.6313,6151,Beeline1
2017-12-25 06:01:29,44.938,-123.6328,6217,Beeline1
2017-12-25 06:01:30,44.9459,-123.6344,6283,Beeline1
2017-12-25 06:01:31,44.954,-123.636,6350,Beeline1
2017-12-25 06:01:32,44.9622,-123.6376,6415,Beeline1
2017-12-25 06:01:33,44.9706,-123.6393,6481,Beeline1
2017-12-25 06:01:34,44.9792,-123.641,6547,Beeline1
2017-12-25 06:01:35,44.9879,-123.6427,6613,Beeline1
2017-12-25 06:01:36,44.9968,-123.6445,6678,Beeline1
2017-12-25 06:01:37,45.0059,-123.6463,6744,Beeline1
2017-12-25 06:01:38,45.0152,-123.6482,6809,Beeline1
2017-12-25 06:01:39,45.0247,-123.6501,6874,Beeline1
2017-12-25 06:01:40,45.0343,-123.652,6939,Beeline1
2017-12-25 06:01:41,45.0441,-123.654,7005,Beeline1
2017-12-25 06:01:42,45.0541,-123.656,7069,Beeline1
2017-12-25 06:01:43,45.0551,-123.658,7134,Beeline1
2017-12-25 06:01:44,45.0561,-123.6601,7199,Beeline1
2017-12-25 06:01:45,45.0572,-123.6622,7264,Beeline1
2017-12-25 06:01:46,45.0583,-123.6643,7328,Beeline1
2017-12-25 06:01:47,45.0594,-123.6665,7393,Beeline1
2017-12-25 06:01:48,45.0605,-123.6687,7457,Beeline1
2017-12-25 06:01:49,45.0616,-123.671,7521,Beeline1
2017-12-25 06:01:50,45.0628,-123.6733,7585,Beeline1
2017-12-25 06:01:51,45.064,-123.6756,7650,Beeline1
2017-12-25 06:01:52,45.0652,-123.678,7713,Beeline1
2017-12-25 06:01:53,45.0664,-123.6804,7777,Beeline1
2017-12-25 06:01:54,45.0676,-123.6829,7841,Beeline1
2017-12-25 06:01:55,45.0688,-123.6854,7905,Beeline1
2017-12-25 06:01:56,45.0701,-123.6879,7968,Beeline1
2017-12-25 06:01:57,45.0714,-123.6905,8032,Beeline1
2017-12-25 06:01:58,45.0727,-123.6931,8095,Beeline1
2017-12-25 06:01:59,45.074,-123.6958,8158,Beeline1
2017-12-25 06:02:00,45.0754,-123.6985,8221,Beeline1
2017-12-25 06:02:01,45.0768,-123.7012,8285,Beeline1
2017-12-25 06:02:02,45.0782,-123.704,8347,Beeline1
2017-12-25 06:02:03,45.0796,-123.7068,8410,Beeline1
2017-12-25 06:02:04,45.081,-123.7097,8473,Beeline1
2017-12-25 06:02:05,45.0825,-123.7126,8536,Beeline1
2017-12-25 06:02:06,45.084,-123.7156,8598,Beeline1
2017-12-25 06:02:07,45.0855,-123.7186,8661,Beeline1
2017-12-25 06:02:08,45.087,-123.7216,8723,Beeline1
2017-12-25 06:02:09,45.0885,-123.7247,8785,Beeline1
2017-12-25 06:02:10,45.0901,-123.7278,8847,Beeline1
2017-12-25 06:02:11,45.0917,-123.731,8910,Beeline1
2017-12-25 06:02:12,45.0933,-123.7342,8971,Beeline1
2017-12-25 06:02:13,45.0949,-123.7375,9033,Beeline1
2017-12-25 06:02:14,45.0966,-123.7408,9095,Beeline1
2017-12-25 06:02:15,45.0983,-123.7442,9157,Beeline1
2017-12-25 06:02:16,45.1,-123.7476,9218,Beeline1
2017-12-25 06:02:17,45.1017,-123.751,9280,Beeline1
2017-12-25 06:02:18,45.1034,-123.7545,9341,Beeline1
2017-12-25 06:02:19,45.1052,-123.758,9402,Beeline1
2017-12-25 06:02:20,45.107,-123.7616,9463,Beeline1
2017-12-25 06:02:21,45.1088,-123.7652,9525,Beeline1
2017-12-25 06:02:22,45.1106,-123.7689,9585,Beeline1
2017-12-25 06:02:23,45.1125,-123.7726,9646,Beeline1
2017-12-25 06:02:24,45.1144,-123.7764,9707,Beeline1
2017-12-25 06:02:25,45.1163,-123.7802,9768,Beeline1
2017-12-25 06:02:26,45.1182,-123.7841,9828,Beeline1
2017-12-25 06:02:27,45.1202,-123.788,9889,Beeline1
2017-12-25 06:02:28,45.1222,-123.792,9949,Beeline1
2017-12-25 06:02:29,45.1242,-123.796,10009,Beeline1
2017-12-25 06:02:30,45.1262,-123.8001,10069,Beeline1
2017-12-25 06:02:31,45.1283,-123.8042,10130,Beeline1
2017-12-25 06:02:32,45.1304,-123.8084,10189,Beeline1
2017-12-25 06:02:33,45.1325,-123.8126,10249,Beeline1
2017-12-25 06:02:34,45.1346,-123.8169,10309,Beeline1
2017-12-25 06:02:35,45.1368,-123.8212,10369,Beeline1
2017-12-25 06:02:36,45.139,-123.8255,10428,Beeline1
2017-12-25 06:02:37,45.1412,-123.8299,10488,Beeline1
2017-12-25 06:02:38,45.1434,-123.8343,10547,Beeline1
2017-12-25 06:02:39,45.1456,-123.8388,10606,Beeline1
2017-12-25 06:02:40,45.1479,-123.8433,10665,Beeline1
2017-12-25 06:02:41,45.1502,-123.8479,10725,Beeline1
2017-12-25 06:02:42,45.1525,-123.8526,10783,Beeline1
2017-12-25 06:02:43,45.1549,-123.8573,10842,Beeline1
2017-12-25 06:02:44,45.1573,-123.8621,10901,Beeline1
2017-12-25 06:02:45,45.1597,-123.8669,10960,Beeline1
2017-12-25 06:02:46,45.1621,-123.8718,11018,Beeline1
2017-12-25 06:02:47,45.1646,-123.8767,11077,Beeline1
2017-12-25 06:02:48,45.1671,-123.8817,11135,Beeline1
2017-12-25 06:02:49,45.1696,-123.8867,11193,Beeline1
2017-12-25 06:02:50,45.1721,-123.8918,11251,Beeline1
2017-12-25 06:02:51,45.1747,-123.8969,11310,Beeline1
2017-12-25 06:02:52,45.1773,-123.9021,11367,Beeline1
2017-12-25 06:02:53,45.1799,-123.9073,11425,Beeline1
2017-12-25 06:02:54,45.1825,-123.9126,11483,Beeline1
2017-12-25 06:02:55,45.1852,-123.9179,11541,Beeline1
2017-12-25 06:02:56,45.1879,-123.9233,11598,Beeline1
2017-12-25 06:02:57,45.1906,-123.9287,11656,Beeline1
2017-12-25 06:02:58,45.1933,-123.9342,11713,Beeline1
2017-12-25 06:02:59,45.1961,-123.9397,11770,Beeline1
2017-12-25 06:03:00,45.1989,-123.9453,11827,Beeline1
2017-12-25 06:03:01,45.2017,-123.951,11885,Beeline1
2017-12-25 06:03:02,45.2046,-123.9567,11941,Beeline1
2017-12-25 06:03:03,45.2075,-123.9625,11998,Beeline1
2017-12-25 06:03:04,45.2104,-123.9683,12055,Beeline1
2017-12-25 06:03:05,45.2133,-123.9742,12112,Beeline1
2017-12-25 06:03:06,45.2163,-123.9801,12168,Beeline1
2017-12-25 06:03:07,45.2193,-123.9861,12225,Beeline1
2017-12-25 06:03:08,45.2223,-123.9921,12281,Beeline1
2017-12-25 06:03:09,45.2253,-123.9982,12337,Beeline1
2017-12-25 06:03:10,45.2284,-124.0043,12393,Beeline1
2017-12-25 06:03:11,45.2315,-124.0105,12450,Beeline1
2017-12-25 06:03:12,45.2346,-124.0168,12505,Beeline1
2017-12-25 06:03:13,45.2378,-124.0231,12561,Beeline1
2017-12-25 06:03:14,45.241,-124.0295,12617,Beeline1
2017-12-25 06:03:15,45.2442,-124.0359,12673,Beeline1
2017-12-25 06:03:16,45.2474,-124.0424,12728,Beeline1
2017-12-25 06:03:17,45.2507,-124.0489,12784,Beeline1
2017-12-25 06:03:18,45.254,-124.0555,12839,Beeline1
2017-12-25 06:03:19,45.2573,-124.0622,12894,Beeline1
2017-12-25 06:03:20,45.2607,-124.0689,12949,Beeline1
2017-12-25 06:03:21,45.2641,-124.0757,13005,Beeline1
2017-12-25 06:03:22,45.2675,-124.0825,13059,Beeline1
2017-12-25 06:03:23,45.2709,-124.0894,13114,Beeline1
2017-12-25 06:03:24,45.2744,-124.0963,13169,Beeline1
2017-12-25 06:03:25,45.2779,-124.1033,13224,Beeline1
2017-12-25 06:03:26,45.2814,-124.1104,13278,Beeline1
2017-12-25 06:03:27,45.285,-124.1175,13333,Beeline1
2017-12-25 06:03:28,45.2886,-124.1247,13387,Beeline1
2017-12-25 06:03:29,45.2922,-124.1319,13441,Beeline1
2017-12-25 06:03:30,45.2958,-124.1392,13495,Beeline1
2017-12-25 06:03:31,45.2995,-124.1465,13550,Beeline1
2017-12-25 06:03:32,45.3032,-124.1539,13603,Beeline1
2017-12-25 06:03:33,45.3069,-124.1614,13657,Beeline1
2017-12-25 06:03:34,45.3107,-124.1689,13711,Beeline1
2017-12-25 06:03:35,45.3145,-124.1765,13765,Beeline1
2017-12-25 06:03:36,45.3183,-124.1841,13818,Beeline1
2017-12-25 06:03:37,45.3221,-124.1918,13872,Beeline1
2017-12-25 06:03:38,45.326,-124.1996,13925,Beeline1
2017-12-25 06:03:39,45.3299,-124.2074,13978,Beeline1
2017-12-25 06:03:40,45.3338,-124.2153,14031,Beeline1
2017-12-25 06:03:41,45.3378,-124.2232,14085,Beeline1
2017-12-25 06:03:42,45.3418,-124.2312,14137,Beeline1
2017-12-25 06:03:43,45.3458,-124.2393,14190,Beeline1
2017-12-25 06:03:44,45.3499,-124.2474,14243,Beeline1
2017-12-25 06:03:45,45.354,-124.2556,14296,Beeline1
2017-12-25 06:03:46,45.3581,-124.2638,14348,Beeline1
2017-12-25 06:03:47,45.3622,-124.2721,14401,Beeline1
2017-12-25 06:03:48,45.3664,-124.2805,14453,Beeline1
2017-12-25 06:03:49,45.3706,-124.2889,14505,Beeline1
2017-12-25 06:03:50,45.3748,-124.2974,14557,Beeline1
2017-12-25 06:03:51,45.3791,-124.3059,14610,Beeline1
2017-12-25 06:03:52,45.3834,-124.3145,14661,Beeline1
2017-12-25 06:03:53,45.3877,-124.3232,14713,Beeline1
2017-12-25 06:03:54,45.3921,-124.3319,14765,Beeline1
2017-12-25 06:03:55,45.3965,-124.3407,14817,Beeline1
2017-12-25 06:03:56,45.4009,-124.3495,14868,Beeline1
2017-12-25 06:03:57,45.4054,-124.3584,14920,Beeline1
2017-12-25 06:03:58,45.4099,-124.3674,14971,Beeline1
2017-12-25 06:03:59,45.4144,-124.3764,15022,Beeline1
2017-12-25 06:04:00,45.4189,-124.3855,15073,Beeline1
2017-12-25 06:04:01,45.4235,-124.3947,15125,Beeline1
2017-12-25 06:04:02,45.4281,-124.4039,15175,Beeline1
2017-12-25 06:04:03,45.4327,-124.4132,15226,Beeline1
2017-12-25 06:04:04,45.4374,-124.4225,15277,Beeline1
2017-12-25 06:04:05,45.4421,-124.4319,15328,Beeline1
2017-12-25 06:04:06,45.4468,-124.4414,15378,Beeline1
2017-12-25 06:04:07,45.4516,-124.4509,15429,Beeline1
2017-12-25 06:04:08,45.4564,-124.4605,15479,Beeline1
2017-12-25 06:04:09,45.4612,-124.4701,15529,Beeline1
2017-12-25 06:04:10,45.4661,-124.4798,15579,Beeline1
2017-12-25 06:04:11,45.471,-124.4896,15630,Beeline1
2017-12-25 06:04:12,45.4759,-124.4994,15679,Beeline1
2017-12-25 06:04:13,45.4808,-124.5093,15729,Beeline1
2017-12-25 06:04:14,45.4858,-124.5193,15779,Beeline1
2017-12-25 06:04:15,45.4908,-124.5203,15829,Beeline1
2017-12-25 06:04:16,45.4958,-124.5213,15878,Beeline1
2017-12-25 06:04:17,45.5009,-124.5223,15928,Beeline1
2017-12-25 06:04:18,45.506,-124.5233,15977,Beeline1
2017-12-25 06:04:19,45.5111,-124.5243,16026,Beeline1
2017-12-25 06:04:20,45.5163,-124.5253,16075,Beeline1
2017-12-25 06:04:21,45.5215,-124.5263,16125,Beeline1
2017-12-25 06:04:22,45.5267,-124.5273,16173,Beeline1
2017-12-25 06:04:23,45.532,-124.5284,16222,Beeline1
2017-12-25 06:04:24,45.5373,-124.5295,16271,Beeline1
2017-12-25 06:04:25,45.5426,-124.5306,16320,Beeline1
2017-12-25 06:04:26,45.548,-124.5317,16368,Beeline1
2017-12-25 06:04:27,45.5534,-124.5328,16417,Beeline1
2017-12-25 06:04:28,45.5588,-124.5339,16465,Beeline1
2017-12-25 06:04:29,45.5643,-124.535,16513,Beeline1
2017-12-25 06:04:30,45.5698,-124.5361,16561,Beeline1
2017-12-25 06:04:31,45.5753,-124.5372,16610,Beeline1
2017-12-25 06:04:32,45.5808,-124.5383,16657,Beeline1
2017-12-25 06:04:33,45.5864,-124.5394,16705,Beeline1
2017-12-25 06:04:34,45.592,-124.5405,16753,Beeline1
2017-12-25 06:04:35,45.5976,-124.5416,16801,Beeline1
2017-12-25 06:04:36,45.6033,-124.5427,16848,Beeline1
2017-12-25 06:04:37,45.609,-124.5438,16896,Beeline1
2017-12-25 06:04:38,45.6147,-124.5449,16943,Beeline1
2017-12-25 06:04:39,45.6205,-124.5461,16990,Beeline1
2017-12-25 06:04:40,45.6263,-124.5473,17037,Beeline1
2017-12-25 06:04:41,45.6321,-124.5485,17085,Beeline1
2017-12-25 06:04:42,45.638,-124.5497,17131,Beeline1
2017-12-25 06:04:43,45.6439,-124.5509,17178,Beeline1
2017-12-25 06:04:44,45.6498,-124.5521,17225,Beeline1
2017-12-25 06:04:45,45.6558,-124.5533,17272,Beeline1
2017-12-25 06:04:46,45.6618,-124.5545,17318,Beeline1
2017-12-25 06:04:47,45.6678,-124.5557,17365,Beeline1
2017-12-25 06:04:48,45.6739,-124.5569,17411,Beeline1
2017-12-25 06:04:49,45.68,-124.5581,17457,Beeline1
2017-12-25 06:04:50,45.6861,-124.5593,17503,Beeline1
2017-12-25 06:04:51,45.6923,-124.5605,17550,Beeline1
2017-12-25 06:04:52,45.6985,-124.5617,17595,Beeline1
2017-12-25 06:04:53,45.7047,-124.5629,17641,Beeline1
2017-12-25 06:04:54,45.711,-124.5642,17687,Beeline1
2017-12-25 06:04:55,45.7173,-124.5655,17733,Beeline1
2017-12-25 06:04:56,45.7236,-124.5668,17778,Beeline1
2017-12-25 06:04:57,45.73,-124.5681,17824,Beeline1
2017-12-25 06:04:58,45.7364,-124.5694,17869,Beeline1
2017-12-25 06:04:59,45.7428,-124.5707,17914,Beeline1
2017-12-25 06:05:00,45.7493,-124.572,17959,Beeline1
2017-12-25 06:05:01,45.7558,-124.5733,18005,Beeline1
2017-12-25 06:05:02,45.7623,-124.5746,18049,Beeline1
2017-12-25 06:05:03,45.7688,-124.5759,18094,Beeline1
2017-12-25 06:05:04,45.7754,-124.5772,18139,Beeline1
2017-12-25 06:05:05,45.782,-124.5785,18184,Beeline1
2017-12-25 06:05:06,45.7886,-124.5798,18228,Beeline1
2017-12-25 06:05:07,45.7953,-124.5811,18273,Beeline1
2017-12-25 06:05:08,45.802,-124.5824,18317,Beeline1
2017-12-25 06:05:09,45.8087,-124.5837,18361,Beeline1
2017-12-25 06:05:10,45.8155,-124.5851,18405,Beeline1
2017-12-25 06:05:11,45.8223,-124.5865,18450,Beeline1
2017-12-25 06:05:12,45.8291,-124.5879,18493,Beeline1
2017-12-25 06:05:13,45.836,-124.5893,18537,Beeline1
2017-12-25 06:05:14,45.8429,-124.5907,18581,Beeline1
2017-12-25 06:05:15,45.8498,-124.5921,18625,Beeline1
2017-12-25 06:05:16,45.8568,-124.5935,18668,Beeline1
2017-12-25 06:05:17,45.8638,-124.5949,18712,Beeline1
2017-12-25 06:05:18,45.8708,-124.5963,18755,Beeline1
2017-12-25 06:05:19,45.8779,-124.5977,18798,Beeline1
2017-12-25 06:05:20,45.885,-124.5991,18841,Beeline1
2017-12-25 06:05:21,45.8921,-124.6005,18885,Beeline1
2017-12-25 06:05:22,45.8993,-124.6019,18927,Beeline1
2017-12-25 06:05:23,45.9065,-124.6033,18970,Beeline1
2017-12-25 06:05:24,45.9137,-124.6047,19013,Beeline1
2017-12-25 06:05:25,45.921,-124.6062,19056,Beeline1
2017-12-25 06:05:26,45.9283,-124.6077,19098,Beeline1
2017-12-25 06:05:27,45.9356,-124.6092,19141,Beeline1
2017-12-25 06:05:28,45.943,-124.6107,19183,Beeline1
2017-12-25 06:05:29,45.9504,-124.6122,19225,Beeline1
2017-12-25 06:05:30,45.9578,-124.6137,19267,Beeline1
2017-12-25 06:05:31,45.9653,-124.6152,19310,Beeline1
2017-12-25 06:05:32,45.9728,-124.6167,19351,Beeline1
2017-12-25 06:05:33,45.9803,-124.6182,19393,Beeline1
2017-12-25 06:05:34,45.9879,-124.6197,19435,Beeline1
2017-12-25 06:05:35,45.9955,-124.6212,19477,Beeline1
2017-12-25 06:05:36,46.0031,-124.6227,19518,Beeline1
2017-12-25 06:05:37,46.0108,-124.6242,19560,Beeline1
2017-12-25 06:05:38,46.0185,-124.6257,19601,Beeline1
2017-12-25 06:05:39,46.0262,-124.6272,19642,Beeline1
2017-12-25 06:05:40,46.0339,-124.6287,19683,Beeline1
2017-12-25 06:05:41,46.0417,-124.6303,19725,Beeline1
2017-12-25 06:05:42,46.0495,-124.6319,19765,Beeline1
2017-12-25 06:05:43,46.0573,-124.6335,19806,Beeline1
2017-12-25 06:05:44,46.0652,-124.6351,19847,Beeline1
2017-12-25 06:05:45,46.0731,-124.6367,19888,Beeline1
2017-12-25 06:05:46,46.081,-124.6383,19928,Beeline1
2017-12-25 06:05:47,46.089,-124.6399,19969,Beeline1
2017-12-25 06:05:48,46.097,-124.6415,20009,Beeline1
2017-12-25 06:05:49,46.105,-124.6431,20049,Beeline1
2017-12-25 06:05:50,46.1131,-124.6447,20089,Beeline1
2017-12-25 06:05:51,46.1212,-124.6463,20130,Beeline1
2017-12-25 06:05:52,46.1293,-124.6479,20169,Beeline1
2017-12-25 06:05:53,46.1375,-124.6495,20209,Beeline1
2017-12-25 06:05:54,46.1457,-124.6511,20249,Beeline1
2017-12-25 06:05:55,46.1539,-124.6527,20289,Beeline1
2017-12-25 06:05:56,46.1622,-124.6544,20328,Beeline1
2017-12-25 06:05:57,46.1705,-124.6561,20368,Beeline1
2017-12-25 06:05:58,46.1788,-124.6578,20407,Beeline1
2017-12-25 06:05:59,46.1872,-124.6595,20446,Beeline1
2017-12-25 06:06:00,46.1956,-124.6612,20485,Beeline1
2017-12-25 06:06:01,46.204,-124.6629,20525,Beeline1
2017-12-25 06:06:02,46.2125,-124.6646,20563,Beeline1
2017-12-25 06:06:03,46.221,-124.6663,20602,Beeline1
2017-12-25 06:06:04,46.2295,-124.668,20641,Beeline1
2017-12-25 06:06:05,46.2381,-124.6697,20680,Beeline1
2017-12-25 06:06:06,46.2467,-124.6714,20718,Beeline1
2017-12-25 06:06:07,46.2553,-124.6731,20757,Beeline1
2017-12-25 06:06:08,46.2639,-124.6748,20795,Beeline1
2017-12-25 06:06:09,46.2726,-124.6765,20833,Beeline1
2017-12-25 06:06:10,46.2813,-124.6782,20871,Beeline1
2017-12-25 06:06:11,46.29,-124.6799,20910,Beeline1
2017-12-25 06:06:12,46.2988,-124.6817,20947,Beeline1
2017-12-25 06:06:13,46.3076,-124.6835,20985,Beeline1
2017-12-25 06:06:14,46.3164,-124.6853,21023,Beeline1
2017-12-25 06:06:15,46.3253,-124.6871,21061,Beeline1
2017-12-25 06:06:16,46.3342,-124.6889,21098,Beeline1
2017-12-25 06:06:17,46.3431,-124.6907,21136,Beeline1
2017-12-25 06:06:18,46.3521,-124.6925,21173,Beeline1
2017-12-25 06:06:19,46.3611,-124.6943,21210,Beeline1
2017-12-25 06:06:20,46.3701,-124.6961,21247,Beeline1
2017-12-25 06:06:21,46.3792,-124.6979,21285,Beeline1
2017-12-25 06:06:22,46.3883,-124.6997,21321,Beeline1
2017-12-25 06:06:23,46.3974,-124.7015,21358,Beeline1
2017-12-25 06:06:24,46.4066,-124.7033,21395,Beeline1
2017-12-25 06:06:25,46.4158,-124.7051,21432,Beeline1
2017-12-25 06:06:26,46.425,-124.7069,21468,Beeline1
2017-12-25 06:06:27,46.4342,-124.7087,21505,Beeline1
2017-12-25 06:06:28,46.4435,-124.7106,21541,Beeline1
2017-12-25 06:06:29,46.4528,-124.7125,21577,Beeline1
2017-12-25 06:06:30,46.4621,-124.7144,21613,Beeline1
2017-12-25 06:06:31,46.4715,-124.7163,21650,Beeline1
2017-12-25 06:06:32,46.4809,-124.7182,21685,Beeline1
2017-12-25 06:06:33,46.4903,-124.7201,21721,Beeline1
2017-12-25 06:06:34,46.4998,-124.722,21757,Beeline1
2017-12-25 06:06:35,46.5093,-124.7239,21793,Beeline1
2017-12-25 06:06:36,46.5188,-124.7258,21828,Beeline1
2017-12-25 06:06:37,46.5284,-124.7277,21864,Beeline1
2017-12-25 06:06:38,46.538,-124.7296,21899,Beeline1
2017-12-25 06:06:39,46.5476,-124.7315,21934,Beeline1
2017-12-25 06:06:40,46.5573,-124.7334,21969,Beeline1
2017-12-25 06:06:41,46.567,-124.7353,22005,Beeline1
2017-12-25 06:06:42,46.5767,-124.7372,22039,Beeline1
2017-12-25 06:06:43,46.5864,-124.7391,22074,Beeline1
2017-12-25 06:06:44,46.5962,-124.7411,22109,Beeline1
2017-12-25 06:06:45,46.606,-124.7431,22144,Beeline1
2017-12-25 06:06:46,46.6158,-124.7451,22178,Beeline1
2017-12-25 06:06:47,46.6257,-124.7471,22213,Beeline1
2017-12-25 06:06:48,46.6356,-124.7491,22247,Beeline1
2017-12-25 06:06:49,46.6455,-124.7511,22281,Beeline1
2017-12-25 06:06:50,46.6555,-124.7531,22315,Beeline1
2017-12-25 06:06:51,46.6655,-124.7551,22350,Beeline1
2017-12-25 06:06:52,46.6665,-124.7571,22383,Beeline1
2017-12-25 06:06:53,46.6675,-124.7591,22417,Beeline1
2017-12-25 06:06:54,46.6685,-124.7611,22451,Beeline1
2017-12-25 06:06:55,46.6695,-124.7631,22485,Beeline1
2017-12-25 06:06:56,46.6705,-124.7651,22518,Beeline1
2017-12-25 06:06:57,46.6715,-124.7671,22552,Beeline1
2017-12-25 06:06:58,46.6725,-124.7691,22585,Beeline1
2017-12-25 06:06:59,46.6735,-124.7711,22618,Beeline1
2017-12-25 06:07:00,46.6745,-124.7732,22651,Beeline1
2017-12-25 06:07:01,46.6755,-124.7753,22685,Beeline1
2017-12-25 06:07:02,46.6765,-124.7774,22717,Beeline1
2017-12-25 06:07:03,46.6775,-124.7795,22750,Beeline1
2017-12-25 06:07:04,46.6785,-124.7816,22783,Beeline1
2017-12-25 06:07:05,46.6795,-124.7837,22816,Beeline1
